তারা মাত্র কয়েকটি গান প্রকাশ করেছে।	তাহারা মাত্র কয়েকটি গান প্রকাশ করিয়াছে।	
তিনি অনন্ত আনন্দ ও স্বর্গীয় সুখকে চিত্রিত করেন।	তিনি অনন্ত আনন্দ ও স্বর্গীয় সুখকে চিত্রিত করিয়াছেন।	
তিনি অনেক অপরাধ ও থ্রিলার চলচ্চিত্র পরিচালনার জন্য বিখ্যাত।	তিনি অনেক অপরাধ ও থ্রিলার চলচ্চিত্র পরিচালনার জন্য বিখ্যাত।	
তিনি কখনও পরিবারের সাথে খুব ঘনিষ্ঠভাবে জড়িত ছিলেন না।	তিনি কখনও পরিবারের সাথে খুব ঘনিষ্ঠভাবে জড়িত ছিলেন না।	
তিনি বিভিন্ন বিদেশি ভাষা অধ্যয়নের জন্য তাঁর নিজস্ব অনন্য পদ্ধতি উদ্ভাবন করেন।	তিনি বিভিন্ন বিদেশি ভাষা অধ্যয়নের জন্য তাঁর নিজস্ব অনন্য পদ্ধতি উদ্ভাবন করিয়াছেন।	
তিনি মং সার্কেলের নবম রাজা।	তিনি মং গোষ্ঠীর নবম রাজা।	
তিনি সব অভিযোগ অস্বীকার করেন।	তিনি সব অভিযোগ অস্বীকার করিয়াছেন। 	
তুমি কি সেটা প্রমাণ করতে পারবে?	তুমি কি সেটা প্রমাণ করিতে পারিবে?	
তোমার কাপড় নিয়ে নাও।	তোমার কাপড় লইয়া যাও।	
প্রতি বছর চূড়ান্ত প্রতিযোগিতাকে গ্র্যান্ড প্রিক্স বলা হয়।	প্রতি বছর চূড়ান্ত প্রতিযোগিতাকে গ্র্যান্ড প্রিক্স বলা হইয়া থাকে।	
প্রতিযোগিতায় রিলে দল সপ্তম স্থান দখল করে।	প্রতিযোগিতায় রিলে দল সপ্তম স্থান দখল করিয়া নেয়।	
বইটি জার্মান ভাষায় প্রকাশ করেন আরিমান ভের্লাগ।	বইটি জার্মান ভাষায় প্রকাশ করিয়াছেন আরিমান ভের্লাগ।	
মধ্যযুগে বণিক সংঘ গড়ে উঠতে শুরু করে।	মধ্যযুগে বণিক সংঘ গড়ে উঠিতে শুরু করে।	
মহিলা কলেজ মোড় থেকে সিএনজিচালিত অটোরিকশায় মুক্তাগাছা যেতে মাথাপিছু ভাড়া কত?	মহিলা কলেজ মোড় থেকে সিএনজিচালিত অটোরিকশায় মুক্তাগাছা যাইতে মাথাপিছু ভাড়া কত?	
মামলায় তিনি তৃতীয় পক্ষ হিসেবে যোগ দিয়েছেন।	মামলায় তিনি তৃতীয় পক্ষ হিসেবে যোগ দিয়াছেন।	
যখন কেউ নৈতিক হয়, তখন সে নিজের ইচ্ছাতেই তা করে থাকে।	যখন কেউ নৈতিক হইয়া থাকে, তখন সে নিজের ইচ্ছাতেই তা করিয়া থাকে।	
যদি তাদের নিয়ে যাওয়া হয়, তাহলে পুরো জিনিসটাই ধসে পড়বে।	যদি তাহাদের লইয়া যাওয়া হয়, তাহলে পুরো জিনিসটাই ধসিয়া পড়িবে।	
রানা প্লাজার ধ্বংসস্তূপ থেকে কত দিনে উদ্ধার হয় বিস্ময়কন্যা রেশমা?	রানা প্লাজার ধ্বংসস্তূপ থেকে কত দিনে উদ্ধার হয় বিস্ময়কন্যা রেশমা?	
শ্রমিকেরা মাছিমপুর এলাকার বলাকা ক্লাব সড়কের পাশে পাকা নালা নির্মাণের কাজ করছেন।	শ্রমিকেরা মাছিমপুর এলাকার বলাকা ক্লাব সড়কের পাশে পাকা নালা নির্মাণের কাজ করিয়াছেন। 	
সুর ও সংগীতায়োজন করেছেন কে?	সুর ও সংগীতায়োজন করিয়াছেন কে?	
সেখানে তিনি রাস্তা নির্মাণের নীতি প্রবর্তন করেন।	সেখানে তিনি রাস্তা নির্মাণের নীতি প্রবর্তন করেন।	
স্ত্রী পাখি ডিম ফুটে বাচ্চা বের হওয়ার পর পরই খাবার খেতে শুরু করে।	স্ত্রী পাখি ডিম ফুটে বাচ্চা বের হইবার পর পরই খাবার খাইতে শুরু করে।	
কেন শিবিরের দুই কর্মীকে পিটুনি দিয়েছে এলাকাবাসী?	কেন শিবিরের দুই কর্মীকে পিটুনি দিয়াছে এলাকাবাসী?	
কেনোনা যাকে তুমি রেসপেক্ট করতে পারবে না তার কাছে কতটুকুই বা শিখতে পারবে।	কেনোনা যাকে তুমি সম্মান করিতে পারিবে না তাহার কাছে কতটুকুই বা শিখিতে পারিবে।	
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
		#REF!
